"drug_name","drugid","ind_name","ind_id","NCT","status","phase","DetailedStatus"
"prednisone","DB00635","Psoriasis","C0033860",NA,"Approved",NA,NA
"prednisone","DB00635","Multiple Sclerosis","C0026769",NA,"Approved",NA,NA
"prednisone","DB00635","Anemia, Diamond-Blackfan","C1260899",NA,"Approved",NA,NA
"prednisone","DB00635","Addison Disease","C0001403",NA,"Approved",NA,NA
"prednisone","DB00635","Exacerbation of asthma","C0349790",NA,"Approved",NA,NA
"prednisone","DB00635","Diffuse Large B-Cell Lymphoma","C0079744",NA,"Approved",NA,NA
"prednisone","DB00635","Arthritis, Psoriatic","C0003872",NA,"Approved",NA,NA
"prednisone","DB00635","Serum Sickness","C0036830",NA,"Approved",NA,NA
"prednisone","DB00635","Acquired thrombocytopenia","C0154301",NA,"Approved",NA,NA
"prednisone","DB00635","Sarcoidosis","C0036202",NA,"Approved",NA,NA
"prednisone","DB00635","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"prednisone","DB00635","Ankylosing spondylitis","C0038013",NA,"Approved",NA,NA
"prednisone","DB00635","Arthritis, Gouty","C0003868",NA,"Approved",NA,NA
"prednisone","DB00635","Epicondylitis","C0014488",NA,"Approved",NA,NA
"prednisone","DB00635","Autoimmune Diseases","C0004364",NA,"Approved",NA,NA
"prednisone","DB00635","Inflammatory Bowel Diseases","C0021390",NA,"Approved",NA,NA
"pregabalin","DB00230","Generalized Anxiety Disorder","C0270549",NA,"Approved",NA,NA
"pregabalin","DB00230","Diabetic peripheral neuropathy","C0740447",NA,"Approved",NA,NA
"pregabalin","DB00230","Fibromyalgia","C0016053",NA,"Approved",NA,NA
"pregabalin","DB00230","Postherpetic neuralgia","C0032768",NA,"Approved",NA,NA
"prilocaine","DB00750","Premature Ejaculation","C0033038",NA,"Approved",NA,NA
"primaquine","DB01087","Malaria, Vivax","C0024537",NA,"Approved",NA,NA
"primidone","DB00794","Simple Partial Seizures","C0234974",NA,"Approved",NA,NA
"primidone","DB00794","Epilepsy characterized by intractable complex partial seizures","C2711653",NA,"Approved",NA,NA
"primidone","DB00794","Bipolar disorder in remission","C0270425",NA,"Approved",NA,NA
"primidone","DB00794","Epilepsy","C0014544",NA,"Approved",NA,NA
"primidone","DB00794","Tonic - clonic seizures","C0494475",NA,"Approved",NA,NA
"primidone","DB00794","Tonic-Clonic Epilepsy","C0014549",NA,"Approved",NA,NA
"primidone","DB00794","Lennox-Gastaut syndrome","C0238111",NA,"Approved",NA,NA
"primidone","DB00794","Epilepsies, Partial","C0014547",NA,"Approved",NA,NA
"probenecid","DB01032","Arthritis, Gouty","C0003868",NA,"Approved",NA,NA
"probenecid","DB01032","Chronic gouty arthritis","C0268108",NA,"Approved",NA,NA
"probenecid","DB01032","Hyperuricemia","C0740394",NA,"Approved",NA,NA
"probucol","DB01599","Hypercholesterolemia","C0020443",NA,"Approved",NA,NA
"probucol","DB01599","Hyperlipidemia","C0020473",NA,"Approved",NA,NA
"procarbazine","DB01168","Hodgkin Disease","C0019829",NA,"Approved",NA,NA
"prochlorperazine","DB00433","Schizophrenia","C0036341",NA,"Approved",NA,NA
"prochlorperazine","DB00433","Nausea and vomiting","C0027498",NA,"Approved",NA,NA
"procyclidine","DB00387","Parkinson Disease","C0030567",NA,"Approved",NA,NA
"procyclidine","DB00387","Parkinsonian Disorders","C0242422",NA,"Approved",NA,NA
"procyclidine","DB00387","Extrapyramidal Disorders","C0015371",NA,"Approved",NA,NA
"procyclidine","DB00387","Parkinson Disease, Postencephalitic","C0030568",NA,"Approved",NA,NA
"progesterone","DB00396","Hot flushes","C0600142",NA,"Approved",NA,NA
"progesterone","DB00396","Endometrial Carcinoma","C0476089",NA,"Approved",NA,NA
"progesterone","DB00396","Secondary malignant neoplasm of kidney","C0153685",NA,"Approved",NA,NA
"progesterone","DB00396","Endometriosis","C0014175",NA,"Approved",NA,NA
"progesterone","DB00396","Metrorrhagia","C0025874",NA,"Approved",NA,NA
"progesterone","DB00396","Atrophic Vaginitis","C0221392",NA,"Approved",NA,NA
"progesterone","DB00396","Secondary physiologic amenorrhea","C0232940",NA,"Approved",NA,NA
"progesterone","DB00396","Osteoporosis, Postmenopausal","C0029458",NA,"Approved",NA,NA
"apomorphine","DB00714","Parkinson Disease","C0030567",NA,"Approved",NA,NA
"proglumetacin","DB13527","Arthritis","C0003864",NA,"Approved",NA,NA
"proglumetacin","DB13527","Degenerative polyarthritis","C0029408",NA,"Approved",NA,NA
"proglumetacin","DB13527","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"proguanil","DB01131","Malaria, Falciparum","C0024535",NA,"Approved",NA,NA
"promazine","DB00420","Bipolar affective disorder, current episode manic","C0338873",NA,"Approved",NA,NA
"promazine","DB00420","Angioedema","C0002994",NA,"Approved",NA,NA
"promazine","DB00420","Vomiting","C0042963",NA,"Approved",NA,NA
"promazine","DB00420","Dermatographic urticaria","C0343065",NA,"Approved",NA,NA
"promazine","DB00420","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"promazine","DB00420","Pruritus","C0033774",NA,"Approved",NA,NA
"promazine","DB00420","Urticaria","C0042109",NA,"Approved",NA,NA
"promazine","DB00420","Nausea and vomiting","C0027498",NA,"Approved",NA,NA
"promazine","DB00420","Acute intermittent porphyria","C0162565",NA,"Approved",NA,NA
"promazine","DB00420","Sneezing","C0037383",NA,"Approved",NA,NA
"promazine","DB00420","Disruptive Behavior Disorder","C0012734",NA,"Approved",NA,NA
"promazine","DB00420","Psychotic Disorders","C0033975",NA,"Approved",NA,NA
"promazine","DB00420","Rhinorrhea","C1260880",NA,"Approved",NA,NA
"promazine","DB00420","Nasal congestion (finding)","C0027424",NA,"Approved",NA,NA
"promazine","DB00420","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"promazine","DB00420","Nausea","C0027497",NA,"Approved",NA,NA
"promazine","DB00420","Schizophrenia","C0036341",NA,"Approved",NA,NA
"promethazine","DB01069","Hay fever","C0018621",NA,"Approved",NA,NA
"promethazine","DB01069","Nausea and vomiting","C0027498",NA,"Approved",NA,NA
"promethazine","DB01069","Rhinitis, Vasomotor","C0035460",NA,"Approved",NA,NA
"promethazine","DB01069","Urticaria","C0042109",NA,"Approved",NA,NA
"promethazine","DB01069","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"apraclonidine","DB00964","Glaucoma, Open-Angle","C0017612",NA,"Approved",NA,NA
"propafenone","DB01182","Paroxysmal atrial fibrillation","C0235480",NA,"Approved",NA,NA
"propafenone","DB01182","Atrial Fibrillation","C0004238",NA,"Approved",NA,NA
"propafenone","DB01182","Paroxysmal atrial flutter","C0741292",NA,"Approved",NA,NA
"propafenone","DB01182","Paroxysmal supraventricular tachycardia","C0030590",NA,"Approved",NA,NA
"propantheline","DB00782","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"aprepitant","DB00673","Chemotherapy-induced nausea and vomiting","C0401160",NA,"Approved",NA,NA
"propranolol","DB00571","Hemangioma","C0018916",NA,"Approved",NA,NA
"propranolol","DB00571","Idiopathic hypertrophic subaortic stenosis","C0700053",NA,"Approved",NA,NA
"propranolol","DB00571","Atrial Fibrillation","C0004238",NA,"Approved",NA,NA
"propranolol","DB00571","Supraventricular tachycardia","C0039240",NA,"Approved",NA,NA
"propranolol","DB00571","Angina Pectoris","C0002962",NA,"Approved",NA,NA
"propranolol","DB00571","Hypertrophic Cardiomyopathy","C0007194",NA,"Approved",NA,NA
"propranolol","DB00571","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"propylthiouracil","DB00550","Thyroid Crisis","C0040127",NA,"Approved",NA,NA
"propylthiouracil","DB00550","Hyperthyroidism","C0020550",NA,"Approved",NA,NA
"aprindine","DB01429","Supraventricular arrhythmia","C0428974",NA,"Approved",NA,NA
"aprindine","DB01429","Ventricular arrhythmia","C0085612",NA,"Approved",NA,NA
"aprobarbital","DB01352","Severe anxiety (panic)","C0231403",NA,"Approved",NA,NA
"aprobarbital","DB01352","Sleeplessness","C0917801",NA,"Approved",NA,NA
"protriptyline","DB00344","Depressive disorder","C0011581",NA,"Approved",NA,NA
"prulifloxacin","DB11892","Lower urinary tract infectious disease","C0268821",NA,"Approved",NA,NA
"prulifloxacin","DB11892","Acute exacerbation of chronic bronchitis","C0856695",NA,"Approved",NA,NA
"pseudoephedrine","DB00852","Headache Disorders","C0393735",NA,"Approved",NA,NA
"pseudoephedrine","DB00852","Nasal congestion (finding)","C0027424",NA,"Approved",NA,NA
"pseudoephedrine","DB00852","Rhinorrhea","C1260880",NA,"Approved",NA,NA
"pseudoephedrine","DB00852","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"pseudoephedrine","DB00852","Hay fever","C0018621",NA,"Approved",NA,NA
"pseudoephedrine","DB00852","Rhinitis, Vasomotor","C0035460",NA,"Approved",NA,NA
"pseudoephedrine","DB00852","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"pseudoephedrine","DB00852","Influenza-like symptoms","C0392171",NA,"Approved",NA,NA
"pseudoephedrine","DB00852","Sinus headache","C0037195",NA,"Approved",NA,NA
"pseudoephedrine","DB00852","Rhinitis","C0035455",NA,"Approved",NA,NA
"pseudoephedrine","DB00852","Common Cold","C0009443",NA,"Approved",NA,NA
"pyrazinamide","DB00339","Acute tuberculosis","C0275959",NA,"Approved",NA,NA
"pyrazinamide","DB00339","Tuberculosis, Pulmonary","C0041327",NA,"Approved",NA,NA
"pyrazinamide","DB00339","Tuberculosis, Meningeal","C0041318",NA,"Approved",NA,NA
"pyridostigmine","DB00545","Myasthenia Gravis","C0026896",NA,"Approved",NA,NA
"mepyramine","DB06691","Sneezing","C0037383",NA,"Approved",NA,NA
"mepyramine","DB06691","Pruritus","C0033774",NA,"Approved",NA,NA
"mepyramine","DB06691","Common Cold","C0009443",NA,"Approved",NA,NA
"mepyramine","DB06691","Influenza-like symptoms","C0392171",NA,"Approved",NA,NA
"mepyramine","DB06691","Rhinorrhea","C1260880",NA,"Approved",NA,NA
"mepyramine","DB06691","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"mepyramine","DB06691","Hay fever","C0018621",NA,"Approved",NA,NA
"mepyramine","DB06691","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"mepyramine","DB06691","Rhinitis, Vasomotor","C0035460",NA,"Approved",NA,NA
"mepyramine","DB06691","Urticaria","C0042109",NA,"Approved",NA,NA
"mepyramine","DB06691","Dermatographic urticaria","C0343065",NA,"Approved",NA,NA
"mepyramine","DB06691","Nasal congestion (finding)","C0027424",NA,"Approved",NA,NA
"mepyramine","DB06691","Sinus headache","C0037195",NA,"Approved",NA,NA
"mepyramine","DB06691","Dysmenorrhea","C0013390",NA,"Approved",NA,NA
"pyrimethamine","DB00205","Malaria","C0024530",NA,"Approved",NA,NA
"pyrimethamine","DB00205","Toxoplasmosis associated with AIDS","C1720498",NA,"Approved",NA,NA
"pyrimethamine","DB00205","Toxoplasmosis","C0040558",NA,"Approved",NA,NA
"quazepam","DB01589","Sleeplessness","C0917801",NA,"Approved",NA,NA
"quetiapine","DB01224","Schizophrenia","C0036341",NA,"Approved",NA,NA
"quetiapine","DB01224","Depression, Bipolar","C0005587",NA,"Approved",NA,NA
"quetiapine","DB01224","Bipolar Disorder","C0005586",NA,"Approved",NA,NA
"quetiapine","DB01224","Bipolar affective disorder, current episode manic","C0338873",NA,"Approved",NA,NA
"quetiapine","DB01224","Bipolar disorder in remission","C0270425",NA,"Approved",NA,NA
"mepacrine","DB01103","Giardiasis","C0017536",NA,"Approved",NA,NA
"aranidipine","DB09229","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"quinapril","DB00881","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"quinapril","DB00881","Chronic heart failure","C0264716",NA,"Approved",NA,NA
"quinapril","DB14217","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"quinapril","DB14217","Chronic heart failure","C0264716",NA,"Approved",NA,NA
"quinestrol","DB04575","Female hypogonadism syndrome","C0271578",NA,"Approved",NA,NA
"quinestrol","DB04575","Hot flushes","C0600142",NA,"Approved",NA,NA
"quinestrol","DB04575","Atrophic Vaginitis","C0221392",NA,"Approved",NA,NA
"quinfamide","DB12780","Amebiasis","C0002438",NA,"Approved",NA,NA
"quinidine","DB00908","Atrial Fibrillation","C0004238",NA,"Approved",NA,NA
"quinidine","DB00908","Malaria","C0024530",NA,"Approved",NA,NA
"quinidine","DB00908","Pseudobulbar affect","C2316460",NA,"Approved",NA,NA
"quinupristin","DB01369","Group A Streptococcal Infections","C0554628",NA,"Approved",NA,NA
"rabeprazole","DB01129","Multiple Endocrine Neoplasia","C0027662",NA,"Approved",NA,NA
"rabeprazole","DB01129","Zollinger-Ellison syndrome","C0043515",NA,"Approved",NA,NA
"rabeprazole","DB01129","Mastocytosis, Systemic","C0221013",NA,"Approved",NA,NA
"rabeprazole","DB01129","Gastroesophageal reflux disease","C0017168",NA,"Approved",NA,NA
"rabeprazole","DB01129","Duodenal Ulcer","C0013295",NA,"Approved",NA,NA
"rabeprazole","DB01129","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"raloxifene","DB00481","Osteoporosis, Postmenopausal","C0029458",NA,"Approved",NA,NA
"raltegravir","DB06817","HIV Infections","C0019693",NA,"Approved",NA,NA
"ramatroban","DB13036","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"ramelteon","DB00980","Initial insomnia","C0393760",NA,"Approved",NA,NA
"ramipril","DB00178","Cerebrovascular accident","C0038454",NA,"Approved",NA,NA
"ramipril","DB00178","Chronic heart failure","C0264716",NA,"Approved",NA,NA
"ramipril","DB00178","Left ventricular cardiac dysfunction","C1997351",NA,"Approved",NA,NA
"ramipril","DB00178","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"ramipril","DB14208","Cerebrovascular accident","C0038454",NA,"Approved",NA,NA
"ramipril","DB14208","Chronic heart failure","C0264716",NA,"Approved",NA,NA
"ramipril","DB14208","Left ventricular cardiac dysfunction","C1997351",NA,"Approved",NA,NA
"ramipril","DB14208","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"ramosetron","DB09290","Irritable bowel syndrome with diarrhea","C0348898",NA,"Approved",NA,NA
"ranitidine","DB00863","Erosive esophagitis","C0267055",NA,"Approved",NA,NA
"ranitidine","DB00863","Duodenal Ulcer","C0013295",NA,"Approved",NA,NA
"ranitidine","DB00863","Zollinger-Ellison syndrome","C0043515",NA,"Approved",NA,NA
"ranitidine","DB00863","Dyspepsia","C0013395",NA,"Approved",NA,NA
"ranitidine","DB00863","Gastroesophageal reflux disease","C0017168",NA,"Approved",NA,NA
"ranitidine","DB00863","Heartburn","C0018834",NA,"Approved",NA,NA
"ranitidine","DB00863","Gastric ulcer","C0038358",NA,"Approved",NA,NA
"ranolazine","DB00243","Angina Pectoris","C0002962",NA,"Approved",NA,NA
"rebamipide","DB11656","Gastritis","C0017152",NA,"Approved",NA,NA
"rebamipide","DB11656","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"reboxetine","DB00234","Major Depressive Disorder","C1269683",NA,"Approved",NA,NA
"remifentanil","DB00899","Acute postoperative pain","C2215257",NA,"Approved",NA,NA
"repaglinide","DB00912","Diabetes Mellitus, Non-Insulin-Dependent","C0011860",NA,"Approved",NA,NA
"reproterol","DB12846","Asthma","C0004096",NA,"Approved",NA,NA
"reserpine","DB00206","Psychotic Disorders","C0033975",NA,"Approved",NA,NA
"reserpine","DB00206","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"retapamulin","DB01256","Superficial bacterial infection of skin","C0342985",NA,"Approved",NA,NA
"retapamulin","DB01256","Impetigo","C0021099",NA,"Approved",NA,NA
"ribavirin","DB00811","Hepatitis C, Chronic","C0524910",NA,"Approved",NA,NA
"ribavirin","DB00811","Respiratory Syncytial Virus Infections","C0035235",NA,"Approved",NA,NA
"rifabutin","DB00615","Pulmonary Mycobacterium avium complex infection","C2733595",NA,"Approved",NA,NA
"rifampicin","DB01045","Acute tuberculosis","C0275959",NA,"Approved",NA,NA
"rifampicin","DB01045","Meningococcus carrier","C0421162",NA,"Approved",NA,NA
"rifampicin","DB01045","Tuberculosis, Pulmonary","C0041327",NA,"Approved",NA,NA
"rifapentine","DB01201","Tuberculosis, Pulmonary","C0041327",NA,"Approved",NA,NA
"rifaximin","DB01220","Hepatic Encephalopathy","C0019151",NA,"Approved",NA,NA
"rifaximin","DB01220","Irritable bowel syndrome with diarrhea","C0348898",NA,"Approved",NA,NA
"rilmenidine","DB11738","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"riluzole","DB00740","Amyotrophic Lateral Sclerosis","C0002736",NA,"Approved",NA,NA
"rimantadine","DB00478","Influenza due to Influenza A virus","C2711180",NA,"Approved",NA,NA
"rimexolone","DB00896","Uveitis","C0042164",NA,"Approved",NA,NA
"risedronic acid","DB00884","Osteitis Deformans","C0029401",NA,"Approved",NA,NA
"risedronic acid","DB00884","Osteoporosis, Postmenopausal","C0029458",NA,"Approved",NA,NA
"risedronic acid","DB00884","Osteoporosis","C0029456",NA,"Approved",NA,NA
"risperidone","DB00734","Schizophrenia","C0036341",NA,"Approved",NA,NA
"risperidone","DB00734","Bipolar disorder in remission","C0270425",NA,"Approved",NA,NA
"risperidone","DB00734","Autistic Disorder","C0004352",NA,"Approved",NA,NA
"risperidone","DB00734","Mixed bipolar I disorder","C0236780",NA,"Approved",NA,NA
"risperidone","DB00734","Bipolar affective disorder, current episode manic","C0338873",NA,"Approved",NA,NA
"ritodrine","DB00867","Premature Obstetric Labor","C0022876",NA,"Approved",NA,NA
"ritonavir","DB00503","HIV Infections","C0019693",NA,"Approved",NA,NA
"ritonavir","DB00503","Hepatitis C, Chronic","C0524910",NA,"Approved",NA,NA
"rivastigmine","DB00989","Alzheimer's Disease","C0002395",NA,"Approved",NA,NA
"rivastigmine","DB00989","Dementia associated with Parkinson's Disease","C1828079",NA,"Approved",NA,NA
"rizatriptan","DB00953","Migraine Disorders","C0149931",NA,"Approved",NA,NA
"rofecoxib","DB00533","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"rofecoxib","DB00533","Juvenile arthritis","C3495559",NA,"Approved",NA,NA
"rofecoxib","DB00533","Pain","C0030193",NA,"Approved",NA,NA
"rofecoxib","DB00533","Migraine Disorders","C0149931",NA,"Approved",NA,NA
"rofecoxib","DB00533","Degenerative polyarthritis","C0029408",NA,"Approved",NA,NA
"rofecoxib","DB00533","Dysmenorrhea","C0013390",NA,"Approved",NA,NA
"ropinirole","DB00268","Parkinson Disease","C0030567",NA,"Approved",NA,NA
"ropinirole","DB00268","Restless Legs Syndrome","C0035258",NA,"Approved",NA,NA
"rosuvastatin","DB01098","Familial hypercholesterolemia - heterozygous","C0342882",NA,"Approved",NA,NA
"rosuvastatin","DB01098","Cerebrovascular accident","C0038454",NA,"Approved",NA,NA
"rosuvastatin","DB01098","Hyperlipidemia, Familial Combined","C0020474",NA,"Approved",NA,NA
"rosuvastatin","DB01098","Familial hypercholesterolemia - homozygous","C0342881",NA,"Approved",NA,NA
"rosuvastatin","DB01098","Arteriosclerosis","C0003850",NA,"Approved",NA,NA
"rosuvastatin","DB01098","Hypercholesterolemia","C0020443",NA,"Approved",NA,NA
"rosuvastatin","DB01098","Hypertriglyceridemia","C0020557",NA,"Approved",NA,NA
"rosuvastatin","DB01098","Hyperlipoproteinemia Type III","C0020479",NA,"Approved",NA,NA
"rotigotine","DB05271","Restless Legs Syndrome","C0035258",NA,"Approved",NA,NA
"rotigotine","DB05271","Parkinson Disease","C0030567",NA,"Approved",NA,NA
"roxatidine acetate","DB08806","Gastroesophageal reflux disease","C0017168",NA,"Approved",NA,NA
"roxatidine acetate","DB08806","Zollinger-Ellison syndrome","C0043515",NA,"Approved",NA,NA
"roxatidine acetate","DB08806","Gastric ulcer","C0038358",NA,"Approved",NA,NA
"rupatadine","DB11614","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"rupatadine","DB11614","Urticaria","C0042109",NA,"Approved",NA,NA
"salicylamide","DB08797","Back Pain","C0004604",NA,"Approved",NA,NA
"salicylamide","DB08797","Headache Disorders","C0393735",NA,"Approved",NA,NA
"salicylamide","DB08797","Arthralgia","C0003862",NA,"Approved",NA,NA
"salicylamide","DB08797","Fever","C0015967",NA,"Approved",NA,NA
